0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
热狙击弹,FALSE,ui/icon/003000/003033.tex,战技,0,,,ws/bt_2gn_emp/ws_s13,normal_hit/normal_hit,0,机工士,0,64,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,独头弹,FALSE,0,0,25,58,0,0,,7,,1,,,机工士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
枪管加热,FALSE,ui/icon/003000/003034.tex,能力,0,,,ability/2gn_machin/abl022,normal_hit/normal_hit,0,机工士,0,66,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,42,,,TRUE,0,0,1200,21,0,0,,0,,2,,,机工士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
超档车式炮塔,FALSE,ui/icon/003000/003035.tex,能力,0,,,ability/2gn_machin/abl023,normal_hit/normal_hit,0,机工士,0,40,FALSE,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,40,,,TRUE,0,0,150,4,0,0,,0,,2,,,机工士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
火焰喷射器,FALSE,ui/icon/003000/003038.tex,能力,0,,,ability/2gn_machin/abl025_start,normal_hit/normal_hit,0,机工士,0,70,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,8,0,FALSE,0,0,0,,,TRUE,0,0,600,13,58,0,,1,,1,,认同彼此,机工士,6,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
魔纹步,FALSE,ui/icon/002000/002661.tex,能力,0,,,ability/thm_black/abl015,normal_hit/normal_hit,0,黑魔法师,1,62,FALSE,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,7,0,0,FALSE,0,0,60,,,TRUE,0,0,30,2,0,0,,0,,2,,,黑魔法师,1,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
霹雷,FALSE,ui/icon/002000/002662.tex,魔法,1,battle/magic_blk_start,cmat_thnct0c,magic/thm_black/mgc004,magic/thm_black/mgc004_hit,0,黑魔法师,0,64,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,3,4,62,,,FALSE,25,0,25,58,0,0,魔法,5,雷云,1,,,黑魔法师,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
三连咏唱,FALSE,ui/icon/002000/002663.tex,能力,0,,,ability/thm_black/abl016,normal_hit/normal_hit,0,黑魔法师,0,66,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,600,10,72,2,,0,,2,,,黑魔法师,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
秽浊,FALSE,ui/icon/002000/002664.tex,魔法,1,battle/magic_blk_start,cmat_ligct0c,magic/thm_black/mgc005,magic/thm_black/mgc005_hit,0,黑魔法师,0,70,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,23,1,11,,,FALSE,25,0,25,58,0,0,魔法,7,,1,,通向未来的记忆,黑魔法师,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
毁绝,FALSE,ui/icon/002000/002686.tex,魔法,1,battle/magic_sum_start,cmat_ligct0c,magic/swl_summon/mgc021,normal_hit/normal_hit,0,召唤师,0,62,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,3,4,32,毁绝预备,,FALSE,0,0,25,58,0,0,魔法,7,毁绝预备,1,,,召唤师,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
龙神召唤,FALSE,ui/icon/002000/002691.tex,魔法,0,,,ability/swl_summon/abl032,normal_hit/normal_hit,0,召唤师,0,70,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,115,,,TRUE,0,0,600,7,58,0,魔法,7,,0,,召唤师的使命,召唤师,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
龙神迸发,FALSE,ui/icon/002000/002693.tex,能力,0,,,ability/swl_summon/abl033,normal_hit/normal_hit,0,召唤师,0,70,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,65,,,FALSE,0,0,200,4,0,0,魔法,7,,1,,召唤师的使命,召唤师,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
无中生有,FALSE,ui/icon/002000/002636.tex,能力,0,,,ability/cnj_white/abl011,normal_hit/normal_hit,0,白魔法师,0,58,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,600,21,71,2,,0,,2,,否定我的人,白魔法师,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
崩石,FALSE,ui/icon/002000/002637.tex,魔法,1,battle/magic_wht_start,cmat_ethct0c,magic/cnj_white/mgc003,normal_hit/normal_hit,0,白魔法师,0,64,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,3,4,63,,,FALSE,15,0,25,58,0,0,魔法,4,,1,,,白魔法师,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
神祝祷,FALSE,ui/icon/002000/002638.tex,能力,0,,,ability/cnj_white/abl012,normal_hit/normal_hit,0,白魔法师,0,66,FALSE,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,1,0,0,FALSE,0,0,0,,,FALSE,0,0,300,10,72,1,,0,,2,,,白魔法师,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
全大赦,FALSE,ui/icon/002000/002639.tex,能力,0,,,ability/cnj_white/abl013,ability/cnj_white/abl013_hit,0,白魔法师,0,70,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,2,20,0,FALSE,0,0,0,,,TRUE,0,0,600,11,0,0,,7,,2,,角尊的宝贝,白魔法师,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
深谋远虑之策,FALSE,ui/icon/002000/002813.tex,能力,0,,,ability/swl_summon/abl028,normal_hit/normal_hit,0,学者,0,62,FALSE,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,1,0,0,FALSE,30,1,0,,,TRUE,0,0,450,9,0,0,,0,,2,,,学者,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
魔炎法,FALSE,ui/icon/002000/002814.tex,魔法,1,battle/magic_sch_start,cmat_ligct0c,magic/swl_summon/mgc007,normal_hit/normal_hit,0,学者,0,64,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,3,4,63,,,FALSE,15,0,25,58,0,0,魔法,7,,1,,,学者,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
连环计,FALSE,ui/icon/002000/002815.tex,能力,0,,,ability/swl_summon/abl030,normal_hit/normal_hit,0,学者,0,66,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,TRUE,0,0,1200,21,0,0,魔法,7,,1,,,学者,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
以太契约,FALSE,ui/icon/002000/002816.tex,能力,0,,,ability/swl_summon/abl031,normal_hit/normal_hit,0,学者,0,70,FALSE,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,1,0,0,FALSE,0,0,77,,,TRUE,0,0,30,3,0,0,,0,,0,,穿越时空的夙愿,学者,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,17,FALSE,FALSE,TRUE
地星,FALSE,ui/icon/003000/003143.tex,能力,0,,,ability/2gl_astro/abl018,ability/cnj_white/abl008_hit,0,占星术士,0,62,FALSE,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,7,20,0,FALSE,0,0,0,,,TRUE,0,0,600,14,0,0,,0,,2,,,占星术士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
祸星,FALSE,ui/icon/003000/003145.tex,魔法,1,battle/magic_ast_start,cmat_ligct0c,magic/2gl_astro/mgc014,normal_hit/normal_hit,0,占星术士,0,64,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,3,4,63,,,FALSE,15,0,25,58,0,0,魔法,7,,1,,,占星术士,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
小奥秘卡,FALSE,ui/icon/003000/003106.tex,能力,0,,,ability/2gl_astro/abl020,normal_hit/normal_hit,0,占星术士,0,70,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,42,,,TRUE,0,0,600,13,0,0,,0,,2,,天地交融,占星术士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
王冠之领主,FALSE,ui/icon/003000/003147.tex,能力,0,,,ability/2gl_astro/play09,ability/2gl_astro/play07_hit,0,冒险者,0,70,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,2,20,0,TRUE,37,7,0,,,TRUE,0,0,10,5,0,0,魔法,7,,1,,天地交融,占星术士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE
王冠之贵妇,FALSE,ui/icon/003000/003146.tex,能力,0,,,ability/2gl_astro/play10,ability/2gl_astro/play08_hit,0,冒险者,0,70,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,2,20,0,FALSE,37,8,0,,,TRUE,0,0,10,5,0,0,,0,,2,,天地交融,占星术士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE
震雷,FALSE,ui/icon/000000/000468.tex,魔法,1,battle/magic_thm_start,cmat_thnct0c,magic/thm_black/mgc003,magic/thm_black/mgc003_hit,0,咒术师,0,26,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,3,4,63,,,FALSE,25,0,25,58,0,0,魔法,5,雷云,1,,,咒术师 黑魔法师,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
刃风,FALSE,ui/icon/003000/003151.tex,战技,0,,,ws/bt_2kt_emp/ws_s01,normal_hit/normal_hit,0,武士,0,1,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,FALSE,0,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
阵风,FALSE,ui/icon/003000/003152.tex,战技,0,,,ws/bt_2kt_emp/ws_s02,normal_hit/normal_hit,0,武士,0,4,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,刃风,FALSE,0,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
士风,FALSE,ui/icon/003000/003156.tex,战技,0,,,ws/bt_2kt_emp/ws_s03,normal_hit/normal_hit,0,武士,0,18,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,刃风,FALSE,0,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
雪风,FALSE,ui/icon/003000/003166.tex,战技,0,,,ws/bt_2kt_emp/ws_s04,normal_hit/normal_hit,0,武士,0,50,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,刃风,FALSE,0,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
月光,FALSE,ui/icon/003000/003158.tex,战技,0,,,ws/bt_2kt_emp/ws_s05,normal_hit/normal_hit,0,武士,0,30,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,阵风,FALSE,0,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
花车,FALSE,ui/icon/003000/003164.tex,战技,0,,,ws/bt_2kt_emp/ws_s06,normal_hit/normal_hit,0,武士,0,40,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,士风,FALSE,0,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
风雅,FALSE,ui/icon/003000/003157.tex,战技,0,,,ws/bt_2kt_emp/ws_s07,ws/bt_2kt_emp/ws_s07_hit,0,武士,0,26,FALSE,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,3,8,0,TRUE,0,0,63,,,FALSE,0,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
满月,FALSE,ui/icon/003000/003163.tex,战技,0,,,ws/bt_2kt_emp/ws_s08,ws/bt_2kt_emp/ws_s08_hit,0,武士,0,35,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,0,0,0,,风雅,FALSE,0,0,25,58,0,0,,7,,1,,,武士,4,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
樱花,FALSE,ui/icon/003000/003165.tex,战技,0,,,ws/bt_2kt_emp/ws_s09,ws/bt_2kt_emp/ws_s09_hit,0,武士,0,45,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,0,0,0,,风雅,FALSE,0,0,25,58,0,0,,7,,1,,,武士,4,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
燕飞,FALSE,ui/icon/003000/003155.tex,战技,0,,,ws/bt_2kt_emp/ws_s10,normal_hit/normal_hit,0,武士,0,15,FALSE,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,TRUE,0,0,25,58,0,0,,7,燕飞效果提高,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
纷乱雪月花,FALSE,ui/icon/003000/003162.tex,战技,5,battle/magic_sam_start,mgc_2kt001c1t,magic/2kt_samrai/mgc001,normal_hit/normal_hit,0,冒险者,0,50,FALSE,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,40,0,72,,,TRUE,18,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE
天下五剑,FALSE,ui/icon/003000/003161.tex,战技,5,battle/magic_sam_start,cmsa_castx0t,magic/2kt_samrai/mgc010,magic/2kt_samrai/mgc002_hit,0,冒险者,0,40,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,40,0,72,,,TRUE,18,0,25,58,0,0,,7,,1,,,武士,4,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE
彼岸花,FALSE,ui/icon/003000/003160.tex,战技,5,battle/magic_sam_start,cmsa_castx0t,magic/2kt_samrai/mgc003,normal_hit/normal_hit,0,冒险者,0,30,FALSE,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,40,0,72,,,TRUE,18,0,25,58,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE
必杀剑·震天,FALSE,ui/icon/003000/003173.tex,能力,0,,,ability/2kt_samrai/abl001,normal_hit/normal_hit,0,武士,0,52,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,39,25,0,,,TRUE,0,0,10,2,0,0,,7,,1,,,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
必杀剑·九天,FALSE,ui/icon/003000/003174.tex,能力,0,,,ability/2kt_samrai/abl002,ability/2kt_samrai/abl002_hit,0,武士,0,62,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,2,5,0,TRUE,39,25,0,,,TRUE,0,0,10,1,0,0,,7,,1,,,武士,4,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
必杀剑·晓天,FALSE,ui/icon/003000/003169.tex,能力,0,,,ability/2kt_samrai/abl003,normal_hit/normal_hit,0,武士,1,54,FALSE,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,39,10,0,,,TRUE,0,0,100,6,0,0,,7,,1,,,武士,2,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
必杀剑·夜天,FALSE,ui/icon/003000/003170.tex,能力,0,,,ability/2kt_samrai/abl004,normal_hit/normal_hit,0,武士,3,56,FALSE,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,39,10,0,,,TRUE,0,0,100,7,0,0,,7,,1,,,武士,2,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
叶隐,FALSE,ui/icon/003000/003176.tex,能力,0,,,ability/2kt_samrai/abl006,normal_hit/normal_hit,0,武士,0,68,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,40,0,0,,,TRUE,0,0,50,5,0,0,,0,,2,,,武士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
必杀剑·红莲,FALSE,ui/icon/003000/003177.tex,能力,0,,,ability/2kt_samrai/abl020,ability/2kt_samrai/abl007_hit,0,武士,0,70,FALSE,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,4,10,4,TRUE,39,25,0,,,TRUE,0,0,1200,22,0,0,,7,,1,,决战龟甲岛,武士,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
默想,FALSE,ui/icon/003000/003172.tex,能力,0,,,ability/2kt_samrai/abl008_start,normal_hit/normal_hit,0,武士,0,60,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,600,12,58,0,,0,,2,,极恶之人木枯,武士,6,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
心眼,FALSE,ui/icon/003000/003153.tex,能力,0,,,ability/2kt_samrai/abl009,normal_hit/normal_hit,0,武士,0,6,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,150,8,0,0,,0,,2,,,武士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
明镜止水,FALSE,ui/icon/003000/003167.tex,能力,0,,,ability/2kt_samrai/abl010,normal_hit/normal_hit,0,武士,0,50,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,FALSE,0,0,0,,,TRUE,0,0,550,21,71,1,,0,,2,,,武士,1,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
摇荡,FALSE,ui/icon/003000/003202.tex,魔法,1,battle/magic_rdm_start,cmat_ligct0c,magic/2rp_redmage/mgc001,normal_hit/normal_hit,0,赤魔法师,0,2,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,3,2,63,,,FALSE,20,0,25,58,0,0,魔法,7,,1,,,赤魔法师,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
回刺,FALSE,ui/icon/003000/003201.tex,战技,0,,,ws/bt_2rp_emp/ws_s01,normal_hit/normal_hit,0,赤魔法师,0,1,FALSE,-1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,75,,,FALSE,0,0,25,58,0,0,,7,,1,,,赤魔法师,2,FALSE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
赤闪雷,FALSE,ui/icon/003000/003203.tex,魔法,1,battle/magic_rdm_start,cmat_thnct0c,magic/2rp_redmage/mgc004,normal_hit/normal_hit,0,赤魔法师,0,4,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,3,3,63,,,FALSE,50,0,25,58,0,0,魔法,5,,1,,,赤魔法师,1,TRUE,FALSE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
短兵相接,FALSE,ui/icon/003000/003204.tex,能力,0,,,ability/2rp_redmage/abl001,normal_hit/normal_hit,0,赤魔法师,1,6,FALSE,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,1,0,0,TRUE,0,0,0,,,TRUE,0,0,350,11,71,2,,7,,1,,,赤魔法师,2,FALSE,TRUE,,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE
